8,1,16,14,12,2,14,7,4,5,19,13,9,17,18,3,12,20,2,6
10,16,3,15,5,14,20,1,13,6,20,4,9,9,10,3,17,8,7,2
1,8,2,19,20,15,3,16,6,16,8,5,13,7,19,17,11,4,18,19
18,11,17,3,18,20,3,4,9,19,15,1,18,5,13,16,7,8,10,11
19,17,10,8,4,15,12,3,5,2,5,9,20,2,16,15,13,7,15,18
9,13,13,14,7,11,11,17,19,9,12,19,8,19,3,1,4,18,18,15
6,10,18,16,3,9,1,20,7,15,17,2,19,18,4,16,14,6,5,8
10,7,5,20,8,20,17,6,16,18,1,18,6,4,15,7,19,11,9,1
11,7,6,6,18,2,5,15,14,3,10,16,4,16,12,19,14,10,13,14
17,2,9,12,14,18,13,10,8,4,16,11,18,3,9,14,6,7,20,2
20,8,11,17,6,7,11,18,11,1,15,10,12,17,15,8,3,6,16,5
2,18,12,13,19,7,9,6,1,11,5,20,16,19,8,7,15,2,3,4
2,14,7,8,7,12,18,5,4,20,19,12,3,20,20,5,10,17,11,8
7,6,8,5,14,5,7,12,13,17,13,3,1,18,20,13,2,19,13,7
15,12,18,17,2,9,16,5,20,8,11,8,14,6,9,13,1,3,19,13
11,6,13,18,9,10,19,6,12,15,20,7,17,16,1,20,8,9,6,3
4,5,17,9,10,4,20,14,19,19,3,17,19,11,2,12,16,6,8,1
12,20,4,20,12,6,7,7,3,17,2,8,15,10,2,18,7,16,8,16
3,15,12,7,11,16,16,19,10,13,7,18,11,8,14,13,5,12,17,9
5,15,1,7,15,6,11,2,13,12,15,14,18,16,19,6,20,9,4,17
