11,14,5,6,12,3,18,5,7,6,17,16,4,6,2,15,10,8,9,10
16,5,11,17,19,2,8,4,20,3,13,1,18,6,17,2,12,15,2,14
2,17,9,16,1,18,19,15,6,10,4,8,20,7,10,5,11,16,13,18
18,11,10,6,8,12,3,15,20,9,1,17,7,20,2,3,6,16,1,13
9,6,15,9,13,10,11,19,13,11,12,14,8,20,3,2,15,14,20,20
13,11,16,17,14,4,5,4,12,7,3,6,6,1,9,19,1,2,8,15
20,16,13,2,6,13,15,9,1,2,18,12,3,19,12,20,14,10,2,2
12,20,16,8,13,15,1,16,1,18,19,3,6,4,6,14,9,14,13,11
8,8,12,18,4,1,2,13,5,5,15,17,19,11,7,16,18,5,3,7
3,8,6,13,17,20,10,8,19,10,20,4,12,7,18,12,7,9,17,2
14,2,3,10,11,3,1,10,5,15,7,20,3,5,8,9,19,15,6,17
8,3,18,14,13,17,4,13,2,13,8,19,16,4,1,11,20,12,7,18
20,18,15,7,5,13,9,2,14,20,20,12,11,16,6,17,20,13,12,6
1,7,15,4,20,16,14,18,14,19,6,12,17,19,20,8,2,18,10,8
15,10,14,3,7,18,20,9,16,1,4,11,11,9,19,4,13,19,5,12
6,13,3,1,14,11,14,17,15,12,5,10,10,8,16,13,3,3,15,5
7,20,20,20,16,5,1,13,9,8,20,10,14,15,10,6,17,3,1,4
19,4,2,10,20,9,6,12,8,3,16,18,5,11,14,9,1,17,17,4
20,12,1,5,3,8,7,1,17,4,2,16,12,14,13,11,10,6,15,9
9,18,4,20,15,14,7,7,5,16,10,17,2,3,5,18,10,11,19,1
