3,9,1,20,2,11,13,22,16,3,5,6,4,18,16,17,6,19,16,7,21,10
11,1,17,11,7,21,5,10,19,6,11,4,15,16,15,13,12,14,1,2,22,6
16,13,3,6,20,7,14,15,8,4,17,21,9,9,7,19,1,1,18,2,10,5
6,1,4,20,13,3,17,11,16,5,16,14,22,8,17,21,4,10,21,20,18,9
19,17,11,7,14,21,19,10,12,16,22,3,10,21,2,6,2,1,13,8,16,18
10,22,13,5,1,2,11,6,14,8,2,17,21,12,19,1,16,17,4,16,20,3
7,10,2,19,5,8,22,18,17,12,7,16,13,17,22,9,6,11,7,21,14,14
2,6,8,21,19,16,1,3,22,8,15,5,20,10,11,3,9,17,17,5,21,6
19,20,10,21,11,12,18,14,9,22,18,13,11,1,14,4,19,7,5,17,3,1
14,8,11,22,21,10,12,2,5,16,4,12,10,1,20,14,15,3,19,15,5,11
5,18,22,17,10,20,2,13,11,14,14,3,8,12,1,1,19,9,5,3,18,15
8,3,5,1,8,6,16,21,15,14,20,18,1,19,10,11,22,13,2,17,9,12
14,16,18,11,22,9,12,12,8,13,19,7,4,14,15,12,10,6,3,6,7,21
21,5,18,9,21,19,22,12,13,11,16,10,7,20,3,18,14,17,21,17,8,16
4,7,15,14,5,22,12,8,20,10,1,7,3,3,13,16,12,6,11,11,19,17
21,19,22,4,14,15,10,4,5,17,13,3,9,8,6,2,8,6,12,1,14,11
4,21,20,19,16,18,10,9,3,1,2,8,6,11,12,22,7,12,22,13,15,18
17,15,16,22,12,14,21,5,17,18,2,20,18,7,3,4,4,15,14,14,13,19
18,15,7,3,2,5,14,1,4,17,3,15,10,2,21,20,13,22,6,14,17,16
9,11,2,16,6,14,17,5,1,3,8,22,5,4,15,10,19,3,1,12,2,6
10,1,14,3,15,20,6,17,11,2,10,19,13,22,8,19,11,4,7,16,12,18
15,14,5,13,18,13,18,19,17,10,12,18,2,6,3,8,21,21,10,22,19,4
