4,2,9,8,7,13,16,8,12,14,6,1,12,3,11,17,1,8,20,14,15,3
18,7,22,21,22,15,3,18,4,3,20,12,3,12,9,22,14,13,9,2,16,19
21,10,11,5,16,18,4,11,14,9,3,2,17,17,3,19,1,13,15,7,18,13
9,15,14,17,11,6,12,17,22,15,4,13,15,20,18,10,11,6,15,19,7,17
3,22,4,13,12,7,14,16,17,12,8,10,1,5,17,22,21,15,18,20,11,9
5,11,16,9,15,19,22,19,19,7,10,21,21,6,8,7,7,4,14,19,4,3
14,1,3,6,19,19,9,8,15,11,22,13,10,21,1,18,12,2,10,5,20,22
9,14,20,11,5,2,7,20,16,16,18,3,9,10,2,12,19,22,13,12,19,8
16,18,12,22,4,9,2,19,21,3,15,7,19,7,15,13,5,4,8,1,6,17
2,12,15,18,6,8,5,22,1,1,13,19,20,21,20,7,17,3,7,14,5,11
19,9,20,3,14,17,20,13,19,7,1,5,4,8,2,11,11,12,5,21,2,22
22,9,5,12,1,1,18,6,10,4,19,14,18,16,4,8,2,2,16,9,21,20
6,4,13,17,3,2,19,3,9,21,5,10,20,18,22,1,16,7,17,10,8,15
18,11,8,2,21,16,15,2,6,22,11,20,4,13,18,5,14,17,1,6,14,6
13,3,21,1,8,14,10,22,5,3,16,15,12,20,6,21,4,9,19,22,11,7
5,8,14,14,9,18,17,21,16,18,11,12,7,19,12,3,5,10,4,15,1,2
1,17,18,7,11,12,11,18,3,15,2,10,2,4,5,10,9,20,22,13,10,6
12,6,7,15,20,16,20,11,17,13,21,8,14,14,10,9,8,5,3,18,13,18
11,21,10,15,19,8,18,7,11,8,7,9,4,16,13,2,3,4,12,6,15,14
17,16,20,22,8,5,13,9,13,4,4,12,16,17,2,11,10,22,11,1,3,21
15,16,15,19,11,6,1,22,18,13,3,17,5,22,7,21,15,11,16,4,9,2
11,13,1,16,17,13,8,5,2,12,9,15,15,2,19,7,20,21,6,2,12,10
