13,2,8,18,12,16,5,5,1,6,22,2,1,20,4,1,7,14,14,15,20,17
5,1,19,12,9,20,13,6,21,5,10,2,22,7,14,8,4,4,16,17,11,15
7,19,21,4,16,18,9,3,2,12,6,5,10,20,3,14,15,17,5,21,16,1
22,11,3,13,15,18,8,9,17,1,8,10,21,14,6,1,6,4,11,3,16,5
14,11,12,21,9,7,19,8,16,18,6,4,9,17,2,15,6,10,8,3,1,14
14,8,15,11,19,4,14,17,13,12,18,6,15,10,7,20,22,12,1,22,5,2
17,22,15,19,18,3,5,18,16,9,2,17,13,14,20,3,16,12,7,11,8,12
4,21,22,2,18,11,10,4,14,3,20,12,8,20,2,11,5,1,17,18,15,7
4,5,18,16,15,10,15,15,9,18,21,19,8,8,18,6,12,13,13,6,4,7
1,16,21,19,10,13,3,20,9,8,19,6,9,22,2,18,22,22,15,14,21,4
3,18,3,3,21,17,16,1,6,10,20,14,18,9,21,17,6,8,2,7,1,11
13,12,17,1,21,19,9,11,18,5,12,21,3,22,8,9,20,6,9,16,4,10
20,5,9,8,1,11,6,2,15,6,4,16,14,16,10,3,13,5,22,5,2,18
18,9,20,10,17,21,5,8,11,15,12,1,6,12,2,22,14,3,6,2,3,19
16,17,4,6,14,5,4,12,7,11,9,13,8,19,21,7,13,22,10,8,18,17
12,8,2,15,5,9,14,14,20,18,1,17,18,8,17,20,19,11,9,4,6,13
16,3,6,15,2,22,20,4,12,7,13,11,19,21,6,2,8,3,12,1,10,1
14,20,4,17,4,2,3,21,10,10,6,15,16,13,22,14,13,5,18,21,19,8
11,15,5,9,2,6,1,2,5,17,12,22,16,3,6,13,21,19,20,10,7,7
15,16,16,7,7,12,18,6,22,7,17,21,2,7,5,19,22,20,4,13,21,3
2,4,11,10,11,1,18,16,19,22,5,20,7,6,18,21,17,15,13,17,8,6
19,18,10,18,8,19,11,7,10,16,20,3,9,2,1,18,9,21,12,12,22,6
