5,15,15,19,4,10,6,18,14,3,16,1,22,13,21,1,5,17,11,20,8,14
18,7,21,10,9,11,19,20,16,2,14,22,5,4,3,12,20,3,1,14,9,8
11,13,9,14,18,21,3,21,12,20,9,19,10,22,4,5,8,15,2,22,17,6
13,9,11,12,13,5,20,3,21,12,15,5,4,16,18,19,6,16,10,2,5,22
1,17,5,13,3,12,16,10,6,16,22,4,8,15,2,7,4,22,14,2,20,21
6,5,2,10,13,16,22,15,19,11,12,20,19,21,6,18,17,5,3,8,21,4
22,20,18,9,7,4,19,1,10,6,5,4,11,17,13,13,8,18,12,21,3,10
18,10,7,7,21,14,4,15,22,9,4,6,1,19,10,2,11,18,2,17,9,16
14,8,4,19,20,15,21,16,10,20,6,3,9,4,12,11,2,14,18,13,22,4
19,6,16,18,14,20,5,13,17,15,1,21,5,7,11,20,22,14,9,10,4,3
3,4,8,3,11,20,6,4,12,10,5,1,12,14,17,21,20,7,1,22,16,1
10,5,13,6,22,8,8,12,18,21,4,5,3,9,10,9,16,1,19,7,8,2
15,4,10,16,3,7,14,15,11,13,10,8,18,5,1,20,19,2,13,6,1,17
20,16,6,12,14,17,12,13,1,13,18,13,15,6,7,3,13,19,21,2,2,11
5,12,9,8,4,13,8,6,2,18,6,16,6,22,1,4,3,10,15,19,10,8
22,8,7,14,16,3,18,14,3,6,13,15,19,21,5,22,17,20,6,9,12,12
16,17,15,17,12,3,20,7,15,8,22,17,20,6,10,13,4,9,2,5,21,14
1,11,20,16,2,3,13,16,15,4,19,12,6,18,14,22,10,18,5,3,21,18
7,14,8,2,14,22,17,20,8,13,19,14,16,9,15,6,13,11,4,10,5,4
9,19,10,20,9,5,1,8,5,7,2,17,13,3,16,8,18,22,22,12,6,15
17,3,17,4,15,6,19,2,18,12,19,14,21,18,13,9,5,10,20,1,13,7
15,21,19,11,13,14,16,3,13,17,3,13,2,18,8,15,1,18,7,8,18,12
