6,9,6,19,20,15,14,13,1,8,12,14,5,3,16,4,10,2,16,15
14,14,8,2,18,17,5,11,15,18,16,7,18,1,19,13,20,4,20,10
1,5,4,6,13,10,20,2,9,19,3,4,7,11,18,17,8,14,12,10
17,2,12,8,11,2,16,6,10,4,17,18,19,7,1,16,9,20,11,5
9,10,16,3,15,20,12,1,14,3,8,4,3,2,18,20,19,6,13,18
7,18,2,4,5,16,19,3,8,14,19,9,17,6,11,15,4,19,10,3
5,11,11,15,10,16,2,5,8,1,19,3,11,14,17,6,18,16,16,20
5,13,14,20,17,7,2,9,11,12,13,8,16,15,5,10,18,19,2,6
5,12,3,9,19,7,11,1,8,5,14,19,20,10,13,4,7,9,6,15
13,16,18,11,8,9,7,12,2,15,3,5,10,19,3,12,6,7,18,1
18,5,20,13,2,12,6,14,12,16,10,19,13,7,9,16,15,1,4,20
2,19,7,13,1,20,13,17,15,3,14,10,11,8,4,14,2,18,2,2
15,1,12,7,18,17,14,4,19,20,2,16,3,11,10,11,5,1,9,8
8,7,6,10,3,9,18,12,13,16,15,5,2,20,8,9,11,17,14,10
16,7,17,5,8,11,10,15,18,14,4,2,18,13,6,17,9,12,1,3
10,6,17,14,12,14,4,8,6,13,20,13,18,18,8,10,19,16,11,16
19,6,15,16,13,13,15,7,1,18,9,20,8,5,15,19,12,10,3,14
19,8,9,5,4,1,16,12,17,6,12,15,13,20,14,8,13,3,5,3
4,3,2,17,6,10,8,12,20,9,13,11,5,16,2,5,14,17,19,7
12,17,11,1,20,3,13,20,5,18,20,6,15,14,7,2,15,5,8,2
