8,16,2,7,22,3,19,20,16,9,18,20,9,5,10,4,11,6,12,11,1,6
22,21,20,10,8,17,13,13,5,2,16,10,6,14,4,12,15,6,4,7,3,1
21,8,6,13,5,15,18,2,22,9,9,9,11,12,14,4,20,20,17,15,12,22
7,16,22,11,10,15,7,20,14,4,17,18,19,17,12,9,5,13,7,8,21,3
5,6,7,21,17,6,13,8,6,15,22,2,2,9,8,19,8,2,21,1,14,19
1,7,9,2,2,6,22,8,1,13,15,17,18,5,3,17,4,5,14,19,20,21
11,4,12,12,15,4,5,18,18,7,14,9,21,16,19,21,17,2,10,3,22,16
19,9,10,15,11,7,20,6,17,22,13,15,12,4,4,11,14,3,3,2,9,8
4,8,16,10,20,9,1,17,11,14,22,11,12,12,5,5,2,22,10,18,7,6
12,17,15,18,15,22,15,1,4,5,3,8,16,19,21,6,9,9,11,14,10,12
10,5,5,19,14,6,7,9,19,17,20,16,1,11,20,15,21,18,20,13,11,2
6,1,8,19,9,13,12,21,10,16,16,7,7,22,11,17,1,14,5,14,15,8
3,5,12,17,15,1,5,14,12,11,2,22,13,10,16,17,18,4,22,21,19,22
14,13,3,9,16,19,20,4,21,10,15,12,10,7,3,2,13,19,18,6,17,6
20,4,1,7,13,20,14,6,19,1,12,20,10,2,7,9,16,8,9,11,6,18
12,11,18,21,21,8,10,16,19,20,6,19,5,17,1,3,7,17,22,4,2,6
5,2,1,12,3,5,5,22,14,1,5,15,7,18,8,20,9,19,18,10,20,11
17,2,21,5,1,16,16,5,9,1,11,3,7,6,18,14,8,10,13,22,4,19
15,19,11,12,4,16,8,3,20,12,8,22,9,1,17,13,6,21,11,5,20,14
22,12,9,6,1,2,1,7,8,1,17,14,21,1,18,10,3,10,19,7,18,4
18,22,14,16,19,11,3,21,13,6,10,12,8,1,20,13,19,7,1,12,9,17
17,8,3,10,21,14,19,11,1,2,7,5,17,13,16,22,12,17,6,18,16,6
