22,11,3,13,15,18,12,13,5,5,6,9,16,1,2,2,8,14,19,9,6,21
4,4,12,13,6,9,16,6,18,15,19,5,17,20,1,10,7,13,11,4,3,22
1,19,7,3,10,8,6,2,13,16,6,12,22,9,8,14,13,17,1,4,11,20
17,21,18,21,7,3,9,12,15,22,10,1,4,8,19,11,5,11,16,7,14,2
2,6,1,9,20,16,19,13,22,11,22,16,18,5,3,17,9,4,13,21,12,18
13,17,14,18,9,2,13,20,11,14,21,13,7,4,3,18,1,5,10,17,15,8
10,16,19,22,18,19,11,13,3,12,14,20,21,13,15,6,1,16,7,5,9,9
16,20,22,15,16,21,1,18,11,19,10,7,22,10,5,15,6,6,4,8,9,3
16,21,16,9,11,3,15,3,6,3,13,17,12,12,18,19,10,22,14,10,7,20
9,7,5,6,12,11,7,1,6,13,17,15,11,14,20,21,17,8,18,17,19,5
21,13,11,18,8,7,20,14,22,10,15,18,9,16,12,1,4,6,21,19,18,1
11,7,16,4,21,20,2,17,19,5,18,13,3,17,9,22,1,12,1,3,1,12
15,5,1,11,2,17,7,7,16,6,11,3,19,21,7,12,18,22,8,13,10,9
8,17,9,17,5,4,10,11,1,22,22,19,8,7,15,18,1,13,4,20,9,5
4,16,15,17,6,13,10,5,17,21,4,18,1,11,20,16,14,19,2,12,22,10
1,20,4,15,20,16,3,10,14,12,20,14,13,2,6,9,12,7,21,11,5,3
6,15,14,21,4,2,22,10,2,5,3,10,20,12,21,14,16,11,7,1,8,13
13,12,3,10,1,6,9,3,21,20,17,8,15,19,22,7,13,16,17,10,14,12
12,8,17,20,2,15,5,11,10,4,2,6,6,20,7,19,3,18,22,16,10,14
5,21,8,20,22,20,17,22,14,17,11,6,7,15,16,20,10,1,11,2,4,12
21,9,2,7,17,14,13,4,3,22,12,18,8,20,11,5,19,3,15,18,13,16
19,14,17,5,7,1,22,12,20,14,4,2,22,3,12,8,15,3,6,13,21,17
