3,6,6,16,11,1,4,5,14,4,20,13,10,9,7,2,15,3,20,18
19,11,1,10,16,9,14,17,6,7,2,3,5,1,3,20,9,19,8,4
20,17,16,10,15,12,2,11,8,5,1,5,3,13,10,9,2,18,1,6
12,12,19,1,14,2,11,10,6,19,19,17,16,11,18,8,3,20,13,9
18,15,2,3,9,8,10,12,11,7,5,11,13,10,14,3,20,4,17,16
2,5,1,12,8,15,10,1,11,6,18,16,20,15,9,3,5,11,4,19
12,7,11,18,3,19,16,14,20,9,1,4,6,16,16,17,1,1,7,15
7,13,6,19,1,3,8,20,1,14,15,12,9,9,4,10,10,2,3,18
11,7,20,18,5,16,9,10,12,1,15,15,7,3,8,16,4,17,14,13
20,10,3,18,6,7,17,18,16,6,17,6,12,5,11,1,9,11,15,19
17,8,12,7,2,14,18,4,8,20,3,1,19,6,10,10,13,9,16,13
5,15,19,12,13,18,20,2,4,13,14,9,15,9,8,11,16,9,1,17
3,4,7,17,12,12,1,9,10,13,16,11,6,19,2,1,5,15,18,3
6,13,9,7,2,4,8,19,13,18,16,3,6,20,2,14,4,1,8,5
14,20,14,9,6,11,7,14,15,17,19,16,8,12,16,13,10,3,2,3
19,9,13,11,4,14,19,15,1,2,2,6,14,7,13,5,17,16,3,5
8,16,17,15,18,15,16,3,1,16,12,14,16,2,13,12,6,18,19,7
16,18,17,15,7,20,2,9,6,8,11,10,4,17,5,6,12,13,13,12
1,3,20,14,17,2,4,14,19,16,18,7,6,8,13,12,18,6,5,15
13,11,10,6,11,17,2,16,7,17,6,8,18,4,12,1,19,17,9,1
