2,7,9,13,4,4,6,4,15,7,14,1,12,9,8
12,14,6,9,4,3,3,12,13,15,6,2,1,5,6
7,2,11,3,4,12,8,1,3,10,5,13,8,4,6
13,4,3,15,15,5,4,14,7,4,6,8,8,14,1
9,13,2,10,10,11,4,6,1,5,15,3,15,13,14
3,5,13,12,11,9,8,4,10,8,8,7,3,1,14
1,12,8,2,6,14,10,15,7,8,9,9,14,8,7
10,7,9,8,3,14,7,2,8,13,11,15,3,12,10
15,1,12,7,9,13,5,6,14,3,10,14,11,8,9
11,15,10,4,9,6,14,7,12,1,13,10,5,11,2
3,8,1,3,12,10,11,14,4,14,4,6,13,15,5
4,6,15,5,8,1,11,9,14,1,2,11,4,10,8
6,3,4,11,5,2,1,9,11,7,15,9,10,3,3
12,13,15,11,9,3,9,8,2,4,1,14,7,6,10
8,8,5,1,2,7,12,15,6,2,3,4,12,11,5
