4,19,18,11,10,2,9,6,12,7,17,15,3,2,5,15,19,16,1,8
15,14,10,6,10,11,7,7,3,20,9,5,4,19,20,17,12,13,16,5
12,6,1,4,16,3,14,15,20,13,13,11,15,9,8,2,10,18,5,7
20,8,6,2,10,1,7,11,5,11,12,6,18,14,18,20,16,19,13,11
11,1,3,5,14,6,8,13,10,7,19,12,6,15,13,16,12,17,20,2
17,13,15,8,17,7,20,3,14,18,6,7,14,12,9,1,4,5,10,16
17,10,1,3,4,15,16,8,1,8,7,9,6,2,17,4,14,5,19,5
3,15,17,14,8,12,18,5,2,9,7,4,19,11,3,11,1,20,12,1
3,17,19,11,13,9,4,14,12,1,11,6,18,20,13,7,15,5,4,6
8,5,3,16,15,8,4,10,13,7,14,1,9,10,6,3,17,9,12,18
18,11,6,9,12,5,9,13,19,4,16,10,16,5,14,9,3,11,20,15
1,4,16,9,7,9,12,18,2,2,5,7,11,17,16,19,8,15,16,10
9,2,3,13,8,17,5,1,9,18,15,7,16,4,16,6,10,19,8,9
16,19,10,18,2,12,2,4,3,14,14,8,7,13,15,1,9,14,6,17
9,7,16,19,18,1,3,17,6,11,16,4,2,15,12,8,10,1,15,6
5,13,11,15,20,19,12,10,7,12,9,17,13,7,5,14,8,5,9,3
10,11,15,5,9,14,17,1,16,6,8,18,1,15,7,13,18,3,2,7
7,18,20,20,19,5,6,2,8,20,3,4,17,5,10,12,7,15,11,4
15,12,7,17,14,3,10,9,9,19,20,16,1,13,18,5,11,6,14,17
6,3,2,1,11,6,10,20,15,5,15,14,12,18,2,18,13,4,7,19
